ID,Title,Description,Actors,Genre
tt0887883,Burn After Reading,A disk containing mysterious information from a CIA agent ends up in the hands of two unscrupulous and daft gym employees who attempt to sell it.,"['Brad Pitt', 'Frances McDormand', 'George Clooney']","['Crime', 'Drama']",
tt0070239,Jesus Christ Superstar,"Film version of the musical stage play, presenting the last few weeks of Christ's life told in an anachronistic manner.","['Ted Neeley', 'Carl Anderson', 'Yvonne Elliman']",['Drama'],
tt0398808,Bridge to Terabithia,"Leslie and Jess create the secret kingdom of Terabithia, a land of monsters, trolls, ogres and giants where they spend their free time ruling as king and queen and fighting evil creatures.","['Josh Hutcherson', 'AnnaSophia Robb', 'Zooey Deschanel']",['Drama'],
tt2179136,American Sniper,"Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home with his family after four tours of duty, however, Chris f... Read all","['Bradley Cooper', 'Sienna Miller', 'Kyle Gallner']","['Action', 'Drama']",
tt0914863,Unthinkable,Follows a black-ops interrogator and an F.B.I. agent who try to press a suspect terrorist into divulging the location of three nuclear weapons set to detonate in the U.S.,"['Samuel L. Jackson', 'Carrie-Anne Moss', 'Michael Sheen']","['Crime', 'Drama']",
tt29458284,Everybody Loves Sohrab Handa,"A seemingly perfect anniversary party at an old mansion turns into a deadly game of secrets when the most hated guest, Sohrab Handa, is found murdered. As the night unfolds, friendships crac... Read all","['Vinay Pathak', 'Koel Purie', 'Neil Bhoopalam']",['Drama'],
tt27530512,Toxic,"Set in a bygone era, this gripping tale unfolds in the coastal paradise of Goa, where a powerful drug cartel pulls the strings behind a facade of sun-soaked beaches and vibrant culture.","['Yash', 'Nayanthara', 'Kiara Advani']","['Action', 'Crime', 'Drama']",
tt3553976,Captain Fantastic,A widower who lives in the forest takes his six children into the outside world for the first time.,"['Viggo Mortensen', 'George MacKay', 'Samantha Isler']","['Adventure', 'Drama']",
tt2638144,Ben-Hur,"Judah Ben-Hur, a Jewish prince falsely accused of treason by his adopted brother, an officer in the Roman army, returns to his homeland after years at sea to seek revenge, but finds redempti... Read all","['Jack Huston', 'Toby Kebbell', 'Rodrigo Santoro']","['Action', 'Adventure', 'Drama']",
tt7653254,Marriage Story,A stage director and his actor wife struggle through a grueling divorce that pushes them to their personal and creative extremes. Noah Baumbach's incisive and compassionate look at a marriag... Read all,"['Adam Driver', 'Scarlett Johansson', 'Julia Greer']",['Drama'],
tt0120783,The Parent Trap,"Identical twins Annie and Hallie, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their ... Read all","['Lindsay Lohan', 'Dennis Quaid', 'Natasha Richardson']","['Adventure', 'Drama']",
tt34888646,I Can Only Imagine 2,"Bart Millard, lead singer of MercyMe, faces a personal crisis at the peak of his success. As his world unravels, he struggles with his beliefs and inner demons while seeking a path through a... Read all","['John Michael Finley', 'Milo Ventimiglia', 'Sophie Skelton']",['Drama'],
tt5323662,A Silent Voice: The Movie,"A deaf girl, Shoko, is bullied by the popular Shoya. As Shoya continues to bully Shoko, the class turns its back on him. Shoko transfers and Shoya grows up as an outcast. Alone and depressed... Read all","['Miyu Irino', 'Saori Hayami', 'Aoi Yûki']",['Drama'],
tt1001508,He's Just Not That Into You,This Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior.,"['Ginnifer Goodwin', 'Jennifer Aniston', 'Jennifer Connelly']",['Drama'],
tt0947810,Green Zone,Discovering covert and faulty intelligence causes a U.S. Army officer to go rogue as he hunts for Weapons of Mass Destruction in an unstable region.,"['Matt Damon', 'Jason Isaacs', 'Greg Kinnear']","['Action', 'Drama']",
tt0102492,My Girl,"Vada is obsessed with death. Her mother is dead, and her father runs a funeral parlor. When Vada's father hires Shelly, a makeup expert, and begins to fall in love, Vada is outraged and does... Read all","['Anna Chlumsky', 'Macaulay Culkin', 'Dan Aykroyd']",['Drama'],
tt0119396,Jackie Brown,"A flight attendant with a criminal past gets nabbed by the ATF for smuggling. Under pressure to become an informant against the illegal arms dealer she works for, she must find a way to secu... Read all","['Pam Grier', 'Samuel L. Jackson', 'Robert Forster']","['Crime', 'Drama']",
tt33175825,Attack on Titan: The Last Attack,"The fate of the world hangs in the balance as Eren unleashes the ultimate power of the Titans. With a burning determination to eliminate all who threaten Eldia, he leads an unstoppable army ... Read all","['Tomás Ábalo', 'Natsuki Hanae', 'Yoshimasa Hosoya']","['Action', 'Adventure']",
tt2172954,The Life List,"A woman revisits her childhood aspirations, endeavoring to achieve her old goals, only to discover that pursuing these lifelong dreams takes her on an unforeseen and surprising journey.","['Sofia Carson', 'Kyle Allen', 'Sebastian De Souza']",['Drama'],
tt21187592,The Threesome,"When a young man's crush leads him into an unexpected threesome, he thinks it's his ultimate fantasy come true. But when the fantasy ends, all three are left with sobering consequences, forc... Read all","['Zoey Deutch', 'Jonah Hauer-King', 'Ruby Cruz']",['Drama'],
tt0113540,Kids,"A day in the life of a group of teens as they travel around New York City skating, drinking, smoking and deflowering virgins.","['Leo Fitzpatrick', 'Justin Pierce', 'Chloë Sevigny']",['Drama'],
tt1649419,The Impossible,The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.,"['Naomi Watts', 'Ewan McGregor', 'Tom Holland']",['Drama'],
tt31723358,Tell Me What You Want,"After his father's death, Eric Zimmerman travels to Spain to oversee his company's branches. In Madrid, he falls for Judith and engage in an intense, erotic relationship full of exploration.... Read all","['Gabriela Andrada', 'Mario Ermito', 'Celia Freijeiro']",['Drama'],
tt2948372,Soul,"Joe is a middle-school band teacher whose life hasn't quite gone the way he expected. His true passion is jazz. But when he travels to another realm to help someone find their passion, he so... Read all","['Jamie Foxx', 'Tina Fey', 'Graham Norton']","['Adventure', 'Drama']",
tt0059245,The Greatest Story Ever Told,"An all-star, large scale epic movie that chronicles the life and ministry of Jesus Christ.","['Max von Sydow', 'Dorothy McGuire', 'Charlton Heston']",['Drama'],
tt21064584,The Iron Claw,"The true story of the inseparable Von Erich brothers, who made history in the intensely competitive world of professional wrestling in the early 1980s.","['Zac Efron', 'Jeremy Allen White', 'Harris Dickinson']",['Drama'],
tt1340800,Tinker Tailor Soldier Spy,"In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet Agent within MI6.","['Gary Oldman', 'Colin Firth', 'Tom Hardy']",['Drama'],
tt0086197,The Right Stuff,"The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than ... Read all","['Sam Shepard', 'Scott Glenn', 'Ed Harris']","['Adventure', 'Drama']",
tt0113247,La haine,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,"['Vincent Cassel', 'Hubert Koundé', 'Saïd Taghmaoui']","['Crime', 'Drama']",
tt0081398,Raging Bull,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.","['Robert De Niro', 'Cathy Moriarty', 'Joe Pesci']",['Drama'],
tt5109784,Mother!,"A couple's relationship is tested when uninvited guests arrive at their home, disrupting their tranquil existence.","['Jennifer Lawrence', 'Javier Bardem', 'Ed Harris']","['Drama', 'Horror']",
tt27403986,Juror #2,"While serving as a juror in a high-profile murder trial, a family man finds himself struggling with a serious moral dilemma, one he could use to sway the jury verdict and potentially convict... Read all","['Nicholas Hoult', 'Toni Collette', 'J.K. Simmons']","['Crime', 'Drama']",
tt4126476,After,A young woman falls for a guy with a dark secret and the two embark on a rocky relationship. Based on the novel by Anna Todd.,"['Josephine Langford', 'Hero Fiennes Tiffin', 'Khadijha Red Thunder']",['Drama'],
tt34378301,Tom Clancy's Jack Ryan: Ghost War,"Follows Jack Ryan who reunites with CIA operatives to navigate a treacherous web of betrayal against an enemy who knows their every move, facing a past they thought was long put to rest.","['John Krasinski', 'Sienna Miller', 'Khalid Laith']","['Action', 'Drama']",
tt1276104,Looper,"In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sen... Read all","['Joseph Gordon-Levitt', 'Bruce Willis', 'Emily Blunt']","['Action', 'Drama', 'Sci-Fi']",
tt2191765,One Wild Moment,"Two friends bring their daughters with them on a beach vacation and find themselves in an awkward situation. A remake of the 1977 film ""Un moment d'égarement"".","['Vincent Cassel', 'François Cluzet', 'Lola Le Lann']",['Drama'],
tt0115826,Captive Heart: The James Mink Story,A wealthy Black woman in Canada gets kidnapped and sold into slavery in the American South.,"['Louis Gossett Jr.', 'Kate Nelligan', 'Ruby Dee']",['Drama'],
tt0100157,Misery,"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.","['James Caan', 'Kathy Bates', 'Richard Farnsworth']",['Drama'],
tt0079944,Stalker,A guide leads two men through an area known as the Zone to find a room that grants wishes.,"['Alisa Freyndlikh', 'Aleksandr Kaydanovskiy', 'Anatoliy Solonitsyn']","['Drama', 'Sci-Fi']",
tt0120647,Deep Impact,"A comet is discovered to be on a collision course with Earth. As doomsday nears, the human race prepares for the worst.","['Robert Duvall', 'Téa Leoni', 'Elijah Wood']","['Action', 'Drama', 'Sci-Fi']",
tt9770150,Nomadland,"A woman in her sixties, after losing everything in the Great Recession, embarks on a journey through the American West, living as a van-dwelling modern-day nomad.","['Frances McDormand', 'David Strathairn', 'Linda May']",['Drama'],
tt37344163,Timur,"A soldier named Timur leads a rescue team on a dangerous mission to free researchers kidnapped in the jungle. Trapped in a fraught area, they must face extreme terrain, time pressure, and un... Read all","['Iko Uwais', 'Aufa Assagaf', 'Jimmy Kobogau']","['Action', 'Drama']",
tt0118694,In the Mood for Love,"Two neighbors form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.","['Maggie Cheung', 'Tony Leung Chiu-wai', 'Ping-Lam Siu']",['Drama'],
tt7846844,Enola Holmes,"When Enola Holmes, Sherlock's sister, discovers her mother is missing, she endeavors to find her, becoming a super-sleuth in her own right as she outwits her famous brother and unravels a da... Read all","['Millie Bobby Brown', 'Henry Cavill', 'Sam Claflin']","['Adventure', 'Crime', 'Drama']",
tt32649961,Blades of the Guardians,"Dao Ma, a bounty hunter, takes a job to protect a man on the long road to the city of Chang'an. However, he discovers the person he is protecting is the empire's most wanted bounty, Zhi Shi ... Read all","['Jing Wu', 'Nicholas Tse', 'Yosh Yu']","['Action', 'Adventure', 'Drama']",
tt0050634,The Cranes Are Flying,"Veronika plans a rendezvous with her lover Boris at the bank of the river, only for him to be drafted into World War II shortly thereafter.","['Tatyana Samoylova', 'Aleksey Batalov', 'Vasiliy Merkurev']",['Drama'],
tt30268321,Eleanor the Great,"After a devastating loss, witty and proudly troublesome Eleanor Morgenstein, 94, tells a tale that takes on its own dangerous life.","['June Squibb', 'Erin Kellyman', 'Chiwetel Ejiofor']",['Drama'],
tt0116905,Lone Star,"When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town.","['Chris Cooper', 'Elizabeth Peña', 'Stephen Mendillo']",['Drama'],
