Title,Description,Actors,Genre,poster_url
Kiss the Girls,Police hunting for a serial kidnapper are helped when a victim manages to escape for the first time.,"['Morgan Freeman', 'Ashley Judd', 'Cary Elwes']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNWY1NTI4OTMtOWRkMC00NWVjLWJhNWItOTQzZWUwYmYyODU5XkEyXkFqcGc@._V1_FMjpg_UY1065_.jpg
Super Troopers,"Five Vermont state troopers, avid pranksters with a knack for screwing up, try to save their jobs and out-do the local police department by solving a crime.","['Jay Chandrasekhar', 'Kevin Heffernan', 'André Vippolis']",['Crime'],https://m.media-amazon.com/images/M/MV5BMzljYTY1Y2QtYTYwYy00NWMxLWE4MjktMDFhMzAwYTg1ODlmXkEyXkFqcGc@._V1_FMjpg_UY842_.jpg
Bronson,"A young man who was sentenced to seven years in prison for robbing a post office ends up spending three decades in solitary confinement. During this time, his own personality is supplanted b... Read all","['Tom Hardy', 'Kelly Adams', 'Luing Andrews']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BOWE4MjE0OGYtNDQxMi00MjJiLWJkYmYtNzhiOWZmNGE3ZTMyXkEyXkFqcGc@._V1_FMjpg_UY713_.jpg
A Haunting in Venice,"In post-World War II Venice, Poirot, now retired and living in his own exile, reluctantly attends a seance. But when one of the guests is murdered, it is up to the former detective to once a... Read all","['Kenneth Branagh', 'Michelle Yeoh', 'Jamie Dornan']","['Crime', 'Drama', 'Horror']",https://m.media-amazon.com/images/M/MV5BOTgwODdhZTMtYTFiNy00NzI1LTkwZWEtNjI2NWZiMzFmMjJlXkEyXkFqcGc@._V1_FMjpg_UY1484_.jpg
Hustlers,"Inspired by the viral New York Magazine article, ""Hustlers"" follows a crew of savvy former strip-club employees who band together to turn the tables on their Wall Street clients.","['Constance Wu', 'Jennifer Lopez', 'Julia Stiles']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BYzczZjhlODEtZDk5OS00MTdjLThlZWEtYzExY2IxNWVlMjk1XkEyXkFqcGc@._V1_FMjpg_UY1500_.jpg
Lolita,A middle-aged college professor becomes infatuated with a 14-year-old girl.,"['James Mason', 'Shelley Winters', 'Sue Lyon']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNmY2ZTEwZTAtOThkZS00MzkxLTk3MDUtOTJiMTgzOGI1MzdjXkEyXkFqcGc@._V1_FMjpg_UY1255_.jpg
The Drop,"Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deeply into the neighborhood's past where friends, families, and foes all work to... Read all","['Tom Hardy', 'Noomi Rapace', 'James Gandolfini']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNGNlMDM4ODUtZjYxMy00MjkxLThjNGQtYmM3MDZiMWRkMmNjXkEyXkFqcGc@._V1_FMjpg_UY2000_.jpg
The French Connection,"A pair of NYPD detectives in the Narcotics Bureau stumble onto a heroin smuggling ring based in Marseilles, but stopping them and capturing their leaders proves an elusive goal.","['Gene Hackman', 'Roy Scheider', 'Fernando Rey']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZDAyZDU3OWUtNWQ3Zi00ZWRkLWI4MGEtNDFlZWIzZDk5ZTZkXkEyXkFqcGc@._V1_FMjpg_UY813_.jpg
Papillon,"A French convict in the 1930s befriends a fellow criminal as the two of them begin serving their sentence in the South American penal colony on Devil's Island, which inspires the man to plot... Read all","['Steve McQueen', 'Dustin Hoffman', 'Victor Jory']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BYTM2MGRjNTQtMjM4Yi00YTVjLTg0ZjAtZDVhOGJhZTY0OTJhXkEyXkFqcGc@._V1_FMjpg_UY2037_.jpg
Glengarry Glen Ross,An examination of the machinations behind the scenes at a real estate office. Unscrupulous salesmen try to hawk dubious real estate to suckers.,"['Al Pacino', 'Jack Lemmon', 'Alec Baldwin']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BM2Q5NDA1ODctNmM4Yy00Yjk4LTg2ZTUtZTJjYzYyMjA2MTdmXkEyXkFqcGc@._V1_FMjpg_UY2260_.jpg
Monster,"Based on the life of Aileen Wuornos, a Daytona Beach prostitute who became a serial killer.","['Charlize Theron', 'Christina Ricci', 'Bruce Dern']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTI4NzI5NzEwNl5BMl5BanBnXkFtZTcwNjc1NjQyMQ@@._V1_FMjpg_UY1200_.jpg
The Chaser,A disgraced ex-policeman who runs a small ring of prostitutes finds himself in a race against time when one of his women goes missing.,"['Kim Yoon-seok', 'Ha Jung-woo', 'Seo Young-hee']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZGNiNDc2ZTUtMGZkYy00ZDI4LTg1YzYtZDQ0MzFmOWFkMmY0XkEyXkFqcGc@._V1_FMjpg_UY1763_.jpg
The Killer,"After being betrayed by her master, a disillusioned assassin takes one final shot with the intention of using the money to help a musician she accidentally blinded regain vision.","['Nathalie Emmanuel', 'Omar Sy', 'Sam Worthington']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNzFlYmExM2QtZWNkYi00MTdiLWE4YmQtNjJkYTMzY2IzMWNiXkEyXkFqcGc@._V1_FMjpg_UY755_.jpg
Only God Forgives,"Julian, a drug-smuggler thriving in Bangkok's criminal underworld, sees his life get even more complicated when his mother compels him to find and kill whoever is responsible for his brother... Read all","['Ryan Gosling', 'Kristin Scott Thomas', 'Vithaya Pansringarm']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMzE5NzcxMTk5NF5BMl5BanBnXkFtZTcwNjE2MDg2OQ@@._V1_FMjpg_UY1189_.jpg
Mindcage,"When a copycat serial killer strikes, two detectives ask a convicted felon for help.","['Elisha Bascomb', 'Alba Borrelli', 'Neb Chupin']","['Crime', 'Drama', 'Horror']",https://m.media-amazon.com/images/M/MV5BMjE1OGZmNGItZGJiZC00ZWYzLWJjMzQtZmZlN2YwMzY5NWE0XkEyXkFqcGc@._V1_FMjpg_UX2160_.jpg
Central Intelligence,"After he reconnects with an awkward pal from high school through Facebook, a mild-mannered accountant is lured into the world of international espionage.","['Dwayne Johnson', 'Kevin Hart', 'Danielle Nicolet']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BMjA2NzEzNjIwNl5BMl5BanBnXkFtZTgwNzgwMTEzNzE@._V1_FMjpg_UY2048_.jpg
Grosse Pointe Blank,"Professional assassin Martin Blank is sent on a mission to a small Detroit suburb, Grosse Pointe--where, by coincidence, his 10-year high-school reunion party is about to take place.","['John Cusack', 'Minnie Driver', 'Dan Aykroyd']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BMzY3MTY1ZGEtNDI0Ny00NGM3LWJkNTQtOThmYTc5NTgxMDM0XkEyXkFqcGc@._V1_FMjpg_UY1495_.jpg
Adventures in Babysitting,A babysitter must battle her way through the big city after being stranded there with the kids she's looking after.,"['Elisabeth Shue', 'Maia Brewton', 'Keith Coogan']","['Adventure', 'Crime']",https://m.media-amazon.com/images/M/MV5BOWRlODFjMTMtNDBiNS00Y2E0LWEzMDMtYjI3NjAzMDg1N2RlXkEyXkFqcGc@._V1_FMjpg_UY2265_.jpg
Miss Meadows,A proper elementary-school teacher moonlights as a vigilante.,"['Katie Holmes', 'James Badge Dale', 'Callan Mulvey']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZWY4NGU3OGQtYzVlOS00MDA2LWFmYjItZjU2NGY4MTE0ZDlhXkEyXkFqcGc@._V1_FMjpg_UY2100_.jpg
Smokin' Aces,"When a Las Vegas performer-turned-snitch named Buddy Israel decides to turn state's evidence and testify against the mob, it seems that a whole lot of people would like to make sure he's no ... Read all","['Jeremy Piven', 'Ryan Reynolds', 'Ray Liotta']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTBhMTZiMTgtYTgzNy00YzFjLThkZDktYzA5MTAzZTQ3MDY3XkEyXkFqcGc@._V1_FMjpg_UY1200_.jpg
Lucky Number Slevin,A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodk... Read all,"['Josh Hartnett', 'Ben Kingsley', 'Morgan Freeman']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BODg3YzUwNmYtZGRkMC00MjU5LWEzMjEtOWUyNDYwODMzOGQzXkEyXkFqcGc@._V1_FMjpg_UY1170_.jpg
The Brothers Grimsby,A new assignment forces a top spy to team up with his football hooligan brother.,"['Sacha Baron Cohen', 'Mark Strong', 'Rebel Wilson']","['Action', 'Adventure', 'Crime']",https://m.media-amazon.com/images/M/MV5BMTA0NGJmYjQtNzMyMC00ZTlkLWE4ZWEtNmIxNDg5MjMxMTA2XkEyXkFqcGc@._V1_FMjpg_UY1600_.jpg
The Body,A detective searches for the body of a femme fatale which has gone missing from a morgue.,"['Jose Coronado', 'Hugo Silva', 'Belén Rueda']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BOTUyYzljOWYtYjZhMC00YTM2LWI3NzktNzQ3OTk1NDE4NThjXkEyXkFqcGc@._V1_FMjpg_UY2100_.jpg
See How They Run,"In the West End of 1950s London, plans for a movie version of a smash-hit play come to an abrupt halt after a pivotal member of the crew is murdered.","['Kieran Hodgson', 'Pearl Chanda', 'Gregory Cox']",['Crime'],https://m.media-amazon.com/images/M/MV5BMTY2ZDJmYzMtNmM4Ni00MjAxLWE3ZTItYjE5MDIzOGI1OGJhXkEyXkFqcGc@._V1_FMjpg_UY1080_.jpg
The Hangover Part III,"When one of their own is kidnapped by an angry gangster, the Wolf Pack must track down Mr. Chow, who has escaped from prison and is on the run.","['Bradley Cooper', 'Zach Galifianakis', 'Ed Helms']",['Crime'],https://m.media-amazon.com/images/M/MV5BMTA0NjE1MzMzODheQTJeQWpwZ15BbWU3MDY4MTQ3Mzk@._V1_FMjpg_UY2048_.jpg
The Night of the 12th,"It is said that every investigator has a crime that haunts them, a case that hurts him more than the others, without him necessarily knowing why. For Yohan that case is the murder of Clara.","['Bastien Bouillon', 'Bouli Lanners', 'Théo Cholbi']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZmZiMzlmMmQtOGMwOC00ZWViLTk0ZDktMjliYjhkYTJhYTI2XkEyXkFqcGc@._V1_FMjpg_UX1400_.jpg
The Bone Collector,A quadriplegic ex-homicide detective and his partner try to track down a serial killer who is terrorizing New York City.,"['Denzel Washington', 'Angelina Jolie', 'Queen Latifah']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMGFmYjUwODMtMDY2Mi00ZWQwLTg1OWEtZDFmN2E1Y2UzZDQ0XkEyXkFqcGc@._V1_FMjpg_UY5766_.jpg
Perfume: The Story of a Murderer,"Jean-Baptiste Grenouille, born with a superior olfactory sense, creates the world's finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent.","['Ben Whishaw', 'Dustin Hoffman', 'Alan Rickman']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTg2Mzk2NjkzNl5BMl5BanBnXkFtZTYwMzIzOTc2._V1_FMjpg_UY666_.jpg
The Woman in the Window,"An agoraphobic woman living alone in New York begins spying on her new neighbors, only to witness a disturbing act of violence.","['Amy Adams', 'Gary Oldman', 'Anthony Mackie']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNzhmYTM5NGMtOTM5NC00ZGQzLTkyYjEtNGIyMGNiMTUxYzRhXkEyXkFqcGc@._V1_FMjpg_UY2048_.jpg
It's a Mad Mad Mad Mad World,"Several different motorists witness a single car crash in the California desert and, after the driver's dying words indicate the location of a hidden stash of loot, turn against each other i... Read all","['Spencer Tracy', 'Milton Berle', 'Ethel Merman']","['Action', 'Adventure']",https://m.media-amazon.com/images/M/MV5BYzVhY2Y4MTUtMDJmYi00MmMyLWFhY2UtMzk4NjEyYWFlZWFkXkEyXkFqcGc@._V1_FMjpg_UY1500_.jpg
Inferno,Robert Langdon must stop a madman from unleashing a virus that could kill half of the population.,"['Tom Hanks', 'Felicity Jones', 'Irrfan Khan']","['Action', 'Adventure', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMTUzNTE2NTkzMV5BMl5BanBnXkFtZTgwMDAzOTUyMDI@._V1_FMjpg_UY2048_.jpg
John Wick: Chapter 5,Robert Langdon must stop a madman from unleashing a virus that could kill half of the population.,[],"['Action', 'Crime']",
The Weekend Away,"A weekend getaway to Croatia goes awry after a woman is accused of killing her best friend. As she attempts to clear her name and uncover the truth, her efforts unearth a painful secret.","['Leighton Meester', 'Christina Wolfe', 'Ziad Bakri']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BYjRjNjI2M2UtZmM5OC00ZDYzLThkNjQtNjI1MDI5YWY2NWNkXkEyXkFqcGc@._V1_FMjpg_UY4320_.jpg
Body Double,"A struggling actor house-sits a luxurious home and becomes obsessed with a beautiful neighbor, and gets entangled in voyeurism, murder, and Hollywood intrigue.","['Craig Wasson', 'Melanie Griffith', 'Gregg Henry']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BYjhkM2Q4MWUtOGY1OC00MDgxLTgxYzMtMjdhOTdlNDUxYzlhXkEyXkFqcGc@._V1_FMjpg_UY2265_.jpg
Ambulance,Two robbers steal an ambulance after their heist goes awry.,"['Jake Gyllenhaal', 'Yahya Abdul-Mateen II', 'Eiza González']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BYzA4ZmEwMmUtZmRjZS00YzQzLTg5ZjQtOTFkOTUwY2ZlYWU1XkEyXkFqcGc@._V1_FMjpg_UY403_.jpg
Out of Sight,"A career bank robber breaks out of jail, and shares a moment of mutual attraction with a U.S. Marshal he has kidnapped.","['George Clooney', 'Jennifer Lopez', 'Ving Rhames']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMGIwOWNmZjQtNDIyZi00ZjEyLWJhN2EtOTk1ZDg0NWYzNTc0XkEyXkFqcGc@._V1_FMjpg_UX2160_.jpg
Life,"In 1932, two strangers are wrongfully convicted and develop a strong friendship in prison that lasts them through the 20th century.","['Eddie Murphy', 'Martin Lawrence', 'Obba Babatundé']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZjFlZDU1ZTQtYTg4ZC00NzNiLTk3YjAtNTI3ZjIzNmZhNWQ5XkEyXkFqcGc@._V1_FMjpg_UY567_.jpg
Dirty Hands,"When a routine drug deal goes bad for the Denton brothers, they must fight for their lives if they're going to survive to see the next day.","['Patrick Muldoon', 'Kevin Interdonato', 'Denise Richards']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BNmEyYTViMTMtZmQ0MC00YTViLWJhMjAtZTE4YWI3ZWI5NjA1XkEyXkFqcGc@._V1_FMjpg_UY5850_.jpg
Miami Vice,Vice detectives Crockett and Tubbs see their respective personal and professional lives become dangerously intertwined.,"['Colin Farrell', 'Jamie Foxx', 'Gong Li']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMWRiNDhjYTItMWMwNy00Mzk3LWFjNjktNzk3OWMwNWFjY2RhXkEyXkFqcGc@._V1_FMjpg_UY3000_.jpg
The Transporter,"Frank Martin, who ""transports"" packages for unknown clients, is asked to move a package that soon begins moving, and complications arise.","['Jason Statham', 'Shu Qi', 'Matt Schulze']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BMTk2NDc2MDAxN15BMl5BanBnXkFtZTYwNDc1NDY2._V1_FMjpg_UY697_.jpg
The Negotiator,A police negotiator confronts a framed counterpart.,"['Samuel L. Jackson', 'Kevin Spacey', 'David Morse']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BOGM4NDllMDYtN2MzOS00OWJmLWExOTUtYmFiNDg3OWRlYzIxXkEyXkFqcGc@._V1_FMjpg_UY2560_.jpg
Badlands,"An impressionable teenage girl from a dead-end town, and her older greaser boyfriend, embark on a killing spree in the South Dakota Badlands.","['Martin Sheen', 'Sissy Spacek', 'Warren Oates']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNWIyNDQxNzYtZDY5Zi00ZjUyLWI3ODgtNTQ1MGM0MWQyN2I4XkEyXkFqcGc@._V1_FMjpg_UY2016_.jpg
Batman Returns,"While Batman deals with a deformed man calling himself the Penguin wreaking havoc across Gotham with the help of a cruel businessman, a female employee of the latter becomes the Catwoman wit... Read all","['Michael Keaton', 'Danny DeVito', 'Michelle Pfeiffer']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BZTliMDVkYTktZDdlMS00NTAwLWJhNzYtMWIwMDZjN2ViMGFiXkEyXkFqcGc@._V1_FMjpg_UY1630_.jpg
Fallen Angels,"This Hong Kong-set crime drama follows the lives of a hitman, hoping to get out of the business, and his elusive female partner.","['Leon Lai', 'Michelle Reis', 'Takeshi Kaneshiro']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNmE0ZDMxMzQtMjZhYS00MzBiLThlY2YtMzdlYTJjNGM4NThjXkEyXkFqcGc@._V1_FMjpg_UY1800_.jpg
Date Night,"In New York City, a case of mistaken identity turns a bored married couple's attempt at a glamorous and romantic evening into something more thrilling and dangerous.","['Steve Carell', 'Tina Fey', 'Mark Wahlberg']",['Crime'],https://m.media-amazon.com/images/M/MV5BYjVjMzIyZTgtMjQwZS00ODA1LTllY2YtZDhkNjA1OTQ3NjliXkEyXkFqcGc@._V1_FMjpg_UY4600_.jpg
Pain & Gain,A trio of bodybuilders in Florida get caught up in an extortion ring and a kidnapping scheme that goes terribly wrong.,"['Mark Wahlberg', 'Dwayne Johnson', 'Anthony Mackie']","['Action', 'Crime']",https://m.media-amazon.com/images/M/MV5BMTU0NDE5NTU0OV5BMl5BanBnXkFtZTcwMzI1OTMzOQ@@._V1_FMjpg_UY1500_.jpg
Wall Street,"An impatient young stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless, greedy corporate raider who takes the yo... Read all","['Charlie Sheen', 'Michael Douglas', 'Tamara Tunie']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZDM4NzFkMjEtYmI3Ny00Yjg4LTljN2YtMDkxZmJiNGE4Njc0XkEyXkFqcGc@._V1_FMjpg_UY901_.jpg
On the Waterfront,"An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of ... Read all","['Marlon Brando', 'Karl Malden', 'Lee J. Cobb']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BZGJmOWZhNjMtNmQyYi00OTA2LWI5MzItYjAzMzg2NDU4MDgyXkEyXkFqcGc@._V1_FMjpg_UX1600_.jpg
Double Indemnity,"An insurance representative is seduced by a dissatisfied housewife into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, a claims investigator.","['Fred MacMurray', 'Barbara Stanwyck', 'Edward G. Robinson']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BYTE3Mzk5OTYtMDJhNC00Y2JiLTgwOGQtMGU5YzFhNjA4M2E4XkEyXkFqcGc@._V1_FMjpg_UY1600_.jpg
The Killer,A disillusioned assassin accepts one last hit in hopes of using his earnings to restore the vision of a singer he accidentally blinded.,"['Chow Yun-Fat', 'Danny Lee', 'Sally Yeh']","['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BMjQyZDJhNTktYjZiZC00ODU4LTg5OTYtYjc2MzA2OGFjMzZmXkEyXkFqcGc@._V1_FMjpg_UY2899_.jpg
Minotaur,"A high-powered executive's meticulously controlled existence unravels when professional crises, global chaos, and marital betrayal converge, pushing him toward a dangerous breaking point.","['Anatoliy Beliy', 'Varvara Shmykova', 'Anton Lytvynov']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BN2E1NDBmODgtN2JkNy00OTA4LTk2OGUtMTAzODNlOTY1YWJiXkEyXkFqcGc@._V1_FMjpg_UX1024_.jpg
Rumble Fish,"Absent-minded street thug Rusty James struggles to live up to his legendary older brother's reputation, and longs for the days of gang warfare.","['Matt Dillon', 'Mickey Rourke', 'Diane Lane']","['Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNjYzNmJkMmMtYzE2Yi00ZjYxLWIwOTYtZWMyODY3OGRlMGI3XkEyXkFqcGc@._V1_FMjpg_UY3170_.jpg
Minions: The Rise of Gru,The untold story of one twelve-year-old's dream to become the world's greatest supervillain.,"['Steve Carell', 'Pierre Coffin', 'Alan Arkin']","['Adventure', 'Crime', 'Sci-Fi']",https://m.media-amazon.com/images/M/MV5BNjBjNjhjZTMtMTJjNi00YzZkLTllODItMjljOGZjNWUxOTM5XkEyXkFqcGc@._V1_FMjpg_UY1024_.jpg
The Unholy Trinity,Buried secrets of an 1870s Montana town spark violence when a young man returns to reclaim his legacy and is caught between a sheriff determined to maintain order and a mysterious stranger h... Read all,"['Pierce Brosnan', 'Samuel L. Jackson', 'Brandon Lessard']","['Action', 'Adventure', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BYTkyZDEzYzctY2QxYy00ZjgxLTlmYjItMzBmMTdlZTZiZWViXkEyXkFqcGc@._V1_FMjpg_UX1920_.jpg
Exam,"Eight candidates for a highly desirable corporate job are locked together in an exam room and given a final test with just one seemingly simple question. However, it doesn't take long for co... Read all","['Adar Beck', 'Luke Mably', 'Gemma Chan']",['Crime'],https://m.media-amazon.com/images/M/MV5BMTA5Mzc1NTY4ODleQTJeQWpwZ15BbWU3MDgyNjk1MDM@._V1_FMjpg_UX1440_.jpg
